Rule Name,Category,Category II,Category III,Payer,State,Last Reviewed,Date Updated,Description of Billing Rule (See Conditions tab for alert message),Description,NOTES/Resources,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD20,Preventive,,Payer,Medicaid,Georgia,4/3/23,,"Providers should bill code 96127 with the EP modifier, POS 99 and the appropriate ICD-10 diagnosis code in order to receive reimbursement.",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD21,Preventive,,Payer,"Medicaid, Medicaid CMOs",Georgia,,5/23/22,"Providers should bill procedure code 96160/96161 with the EP modifier, POS 99 and the appropriate ICD-10 diagnosis code in order to receive reimbursement. ",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD22,Preventive,,Payer,Medicaid,Georgia,Combined with GAMCD21,5/23/22,"Providers should bill procedure code 96161 with the EP modifier, POS 99 and the appropriate ICD-10 diagnosis code in order to receive reimbursement. ",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD23,Universal,,Payer,Medicaid,Georgia,3/14/23,3/14/23,"Providers enrolled in the EPSDT Program, may bill for reimbursement of the following office/outpatient consultation codes:  99242, 99243, 99244, 99245. The EP modifier must be added to the applicable code along any other applicable modifiers. ",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD24,Preventive,,Payer,Medicaid,Georgia,,,"EP modifier must be added to 99406, 99407 for the reimbursement of tobacco cessation counseling.",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD25,Vaccine,,Payer,Medicaid,Georgia,9/18/23,9/18/23,Vaccine administration and product codes should have EP modifiers and Z23.,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD26,Preventive,,Payer,Medicaid,Georgia,,,"Providers should bill procedure code 85680 with the EP modifier, POS 99 and the Z11.1 in order to receive reimbursement. ",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD27,Preventive,,Payer,Medicaid,Georgia,4/28/23,4/28/23,Family Planning - The FP modifier and dx codes must be used with these codes.,,https://www.mmis.georgia.gov/portal/Portals/0/StaticContent/Public/ALL/HANDBOOKS/Family%20Planning%20Services%2020190320145337.pdf,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD29,Preventive,,Payer,Delete,Combined with GAMCD9,5/11/23,5/11/23,All preventive visits must be coded with the EP modifier. ,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD3,Universal,,Payer,Medicaid,Georgia,Duplicate with GAMCD1,5/16/22,Medicaid may require authorization after patient has exceeded 10 visits,Medicaid Authorization,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD30,Universal,,Payer,Medicaid,Georgia,5/11/23,5/11/23,JW modifier - use is not required on claims that are direct submission to GAMMIS. The Department’s billing and reimbursement methodologies make provision for wastage and claims submitted directly to GAMMIS with JW modifier will deny.,,https://www.mmis.georgia.gov/portal/portals/0/staticcontent/public/all/handbooks/padl%20manual_%2020190715170326.pdf,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD31,Georgia Medicaid,,Payer,Wellcare,Georgia,3/3/21,,"Effective May 1, 2021, the integration of Peach State Health Plan and WellCare is complete. Do not file claims with a date of service on or after 05/01/2021 to Wellcare (14163).  All Wellcare claims should be billed to Peach State Health Plan (Medical - 68069 or Behavioral Health - 68068).",https://azaleahealth.box.com/s/dhxhyz5k0epqhss21subj75vptyykbo0,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD32,Preventive,,Payer,Medicaid/Medicaid CMO,Georgia,9/18/23,9/18/0232,"Code the health risk assessment (96160) with the EP, 59 modifiers when reporting the health risk assessment(s) and vaccine administration codes for the same visit.",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD33,Preventive,,Payer,Medicaid/Medicaid CMO,Georgia,5/11/23,,Providers must use one of the following ICD-10 diagnosis codes when billing the preventive health visit code: Z00.00 or Z00.01 (Encounter for adult examination).,https://azaleahealth.box.com/s/8nzzxxvmnxpdn0ow9uossmyt0kfq62i8,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD34,Labs,,Payer,"Amerigroup,CarSource",Georgia,4/6/2023,4/6/2023,Providers who have obtained a CLIA Waiver or Provider Performed Microscopy Procedure accreditation must include the QW modifier when any CLIA waived laboratory service is reported on a CMS-1500 claim form in order for the procedure to be evaluated to determine eligibility for benefit coverage. ,https://www.caresource.com/documents/ga-med-p-1499801-clia-waived-tests-network-notification-ga-mcd/,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD35,Preventive,,,PeachState,Georgia,5/11/23,,Peach State requires POS 99 for 96110,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD36,Preventive,,Payer,Medicaid/Medicaid CMO,Georgia,5/11/23,5/11/23,Medicaid and Medicaid CMOs require EPSDT info for all preventative visits for patients under 21 years old.,https://www.caresource.com/documents/ga-med-p-552703-provider-comm-epsdt/,https://provider.amerigroup.com/docs/gpp/GA_CAID_ProviderManual.pdf?v=202302281711,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD37,Vaccine,,,Medicaid/Medicaid CMO,Georgia,5/11/23,,"GA Medicaid and CMOs do not recognize 90641. Bill 90460 x the number of vaccines given. If over 4 vaccines are given, use 90472 for each addition vaccine over 4.",,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD38,Preventive,,Payer,Medicaid,Georgia,5/11/23,,Only assign the routine visit Z-code to the preventative visit E/M. Georgia Medicaid will deny if any other dx codes are assigned.,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD39,Georgia Medicaid/CMOs,,Payer,Medicaid/Medicaid CMO,Georgia,,6/30/22,CPT 90378 for Synagis should be billed with DX Z29.11 and admin code 96372. Use POS 11. Do not use EP modifier.,https://www.pshpgeorgia.com/content/dam/centene/peachstate/pdfs/PshpPharmSynagisPrvdrLeter.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD40,Georgia Medicaid,,Payer,Medicaid,Georgia,,7/1/22,Assign only dx Z00.1XX or Z13.41 to 96110.,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD41,Georgia Medicaid/CMOs,,Payer,Medicaid/Medicaid CMO,Georgia,5/11/23,,TCM not covered by Medicaid/Medicaid CMOs.,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD42,Georgia Medicaid/CMOs,,Payer,Medicaid/Medicaid CMO,Georgia,,,Do NOT use POS 99 or EP modifier for Covid vaccines and admin codes.,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD43,In office labs,,Payer,Peachstate,Georgia,8/7/23,8/7/23,Lab charge is present that is not on the approved in office lab list.,https://www.pshpgeorgia.com/content/dam/centene/policies/payment-policies/CC.PP.055.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD48,Send out Lead Test,,Payer,Medicaid/Medicaid CMO,Georgia,9/27/23,9/27/23,"Lead tests sent to the Georgia Public Health Laboratory should bill 83655 with modifiers EP,90 on the same claim as 36415/36416 to obtain additional reimbursement. If performed in-house or by a different outside lab, only bill 36415/36416 with Z13.88 assigned.",https://www.mmis.georgia.gov/portal/Portals/0/StaticContent/Public/ALL/HANDBOOKS/EPSDT%20Services%20Health%20Check%20Program%20Manual%20V1%20APR%202023%2020230331214902.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD4,Universal,,Payer,Medicaid CMO,Georgia,,9/20/21,Add referring provider for Medicaid CMO plans.,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD5,Universal,,Payer,Medicaid,Georgia,5/11/23,,Add referring provider for Medicaid. **Add alert only if Claims rule is not set up**,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD7,Preventive,,Payer,"Medicaid, CMOs",Georgia,9/18/23,9/18/23,Georgia Medicaid/Medicaid CMOs does not allow reimbursement of the 96160 and 96161 codes when either is billed together with any of the vaccine administration codes unless the 59 modifier is appended to the 96160 and 96161 codes,,Additional enhancements to CPT modifier condition are required to remove rule when there is not an issue with the claim,https://www.mmis.georgia.gov/portal/Portals/0/StaticContent/Public/ALL/NOTICES/Presentation_Health%20Check_March2019%2020190228205937.pdf,,,,,,,,,,,,,,,,,,,,,,,
GAMCD8,Vaccine,,Payer,Medicaid,Georgia,9/18/23,9/18/23,GA Medicaid does not allow reimbursement of the 99211 code when it is billed together with any of the vaccine administration codes,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMCD9,Preventive,,Payer,Medicaid/Medicaid CMO,Georgia,5/11/23,5/11/23,All preventive visits must be coded with the EP modifier and place of service 99. Amerigroup allows POS 11.,,https://www.mmis.georgia.gov/portal/Portals/0/StaticContent/Public/ALL/HANDBOOKS/EPSDT%20Services%20Health%20Check%20Program%20Manual%2020190401134006.pdf,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-1,G00-G99 - Chapter 6: Diseases of the nervous system,,Coding,,,5/11/23,,"For bilateral carpal tunnel syndrome, use G56.03.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-10,"R00-R99 - Chapter 18: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,Coding,,,,,R06.00-09 (Dyspnea) with R06.82 (tachypnea NOS) and/or P22.1 (transient tachypnea of newborn) identify conditions that cannot be reported together except when the conditions are unrelated per the ICD-10-CM Excludes1 note guideline.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-100,N00-N99 - Chapter 14:Diseases of the genitourinary system ,,Coding,,,,,"Absent, scanty and rare menstruation (N91.-) with ovarian dysfunction (E28.-)  ​identify conditions that cannot be reported together except  when the two conditions are unrelated per the ICD-10-CM Excludes1 note guideline",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-101,I00-I99 - Chapter 9:Diseases of the Circulatory System,,Coding,,,,,I87.2 cannot be billed with I83.1X-I83.2X per Excludes 1 note,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-102,,,,,Delete,4/4/23,4/4/23,Unspecified depression should be coded using F32.A begining 10/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-103,"R00-R99 - Chapter 18: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,,,,,,R63.3 (Feeding difficulties) is an expired code after 9/30/21. See R63.30 (Feeding difficulties) or R63.39 (Feeding problem (elderly)(infant).,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-104,G00-G99 - Chapter 6: Diseases of the nervous system,Excludes 1,Coding,,,9/9/21,,"G50-G59 has an excludes 1 note with M79.2,O26.82*,M54.1*",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-105,"R00-R99 - Chapter 18: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,,,,,,"R35.8 requires an additional digit. See R35.81, R35.89.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-106,Dorsalgia,,Coding,,,9/10/21,,M54.5 requires an additional digit beginning 10/1/2021,https://www.cms.gov/medicare/icd-10/2022-icd-10-cm,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-107,Newborn,,Coding,,,9/3/21,,P09 requires an additional digit beginning 10/1/2021,https://www.cms.gov/medicare/icd-10/2022-icd-10-cm,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-108,"R00-R99 - Chapter 18: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,Coding,,,9/3/21,,R05 requires an additional digit beginning 10/1/2021,https://www.cms.gov/medicare/icd-10/2022-icd-10-cm,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-109,Z00-Z99 - Chapter 21: Factors influencing health status and contact with health services,Excludes 1,Coding,,,,,Z20.822 should not be billed with current Covid-19 infection U07.1,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-11,J00-J99 - Chapter 10: Diseases of the respiratory system ,,Coding,,,,,J41.0-8 (Simple and mucopurulent chronic bronchitis) with J42 (chronic bronchitis NOS) and/or J44-J44.9 (chronic obstructive bronchitis) identify conditions that cannot be reported together except when the two conditions are unrelated per the ICD-10-CM Excludes1 note guideline.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-110,"S00-T88 - Chapter 19: Injury, Poisoning, and Certain Other Consequences of External Causes",Sequela - S00  Superficial injury of head,Coding,,Delete,Use ICD10-125,4/4/23,"Sequela - S00  Superficial injury of head. Review coding guidelines for sequela ICD-10 code(s). A sequela is the residual effect (condition produced) after the acute phase of an illness or injury has terminated. Coding of sequela generally requires two codes sequenced in the following order: the condition or nature of the sequela is sequenced first. The sequela code is sequenced second per ICD-10-CM Official Guidelines for Coding and Reporting. If sequela is not appropriate, please review initial and subsequent encounter options to see if that would be more appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-111,"S00-T88 - Chapter 19: Injury, Poisoning, and Certain Other Consequences of External Causes","Sequela - S90  Superficial injury of ankle, foot and toes",Coding,,Delete,Use ICD10-126,4/4/23,"Sequela - S90  Superficial injury of ankle, foot and toes. Review coding guidelines for sequela ICD-10 code(s). A sequela is the residual effect (condition produced) after the acute phase of an illness or injury has terminated. Coding of sequela generally requires two codes sequenced in the following order: the condition or nature of the sequela is sequenced first. The sequela code is sequenced second per ICD-10-CM Official Guidelines for Coding and Reporting. If sequela is not appropriate, please review initial and subsequent encounter options to see if that would be more appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-112,"S00-T88 - Chapter 19: Injury, Poisoning, and Certain Other Consequences of External Causes","Sequela - S90  Superficial injury of ankle, foot and toes",Coding,,Delete,Use ICD10-125,4/4/23,"Sequela - S01 Open wound of head. Review coding guidelines for sequela ICD-10 code(s). A sequela is the residual effect (condition produced) after the acute phase of an illness or injury has terminated. Coding of sequela generally requires two codes sequenced in the following order: the condition or nature of the sequela is sequenced first. The sequela code is sequenced second per ICD-10-CM Official Guidelines for Coding and Reporting. If sequela is not appropriate, please review initial and subsequent encounter options to see if that would be more appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-113,B97,Viral agents as the cause of diseases classified elsewhere,Coding,,,,,B97 should not be billed as the first listed dx. Code first the disease classfied elsewhere.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-114,"O00-O9A - Chapter 15: Pregnancy, childbirth, and the puerperium",Excludes 1,,,,,,Z34.* should not be billed with O* dx codes per excludes 1 note.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-115,I00-I99 - Chapter 9:Diseases of the Circulatory System,Code first,,,,,,"I25.82,I25.83 and I25.84 cannot be billed as primary. Dx for the coronary atherosclerosis should be coded first.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-117,"R00-R99 - Chapter 18: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,Coding,,,,,J30* (Allergic Rhinits) with Asthma (J45*) codes to J45.909 or other more specific Asthma dx (J45*) only,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-118,"S00-T88 - Chapter 19: Injury, Poisoning, and Certain Other Consequences of External Causes",,,,Delete,Use ICD10-126,4/4/23,"Sequela - S92-S92.499S Fracture of foot and toe, except ankle. Review coding guidelines for sequela ICD-10 code(s). A sequela is the residual effect (condition produced) after the acute phase of an illness or injury has terminated. Coding of sequela generally requires two codes sequenced in the following order: the condition or nature of the sequela is sequenced first. The sequela code is sequenced second per ICD-10-CM Official Guidelines for Coding and Reporting. If sequela is not appropriate, please review initial and subsequent encounter options to see if that would be more appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-119,I00-I99 - Chapter 9:Diseases of the Circulatory System,,,,,,,Use bilateral dx I87.313 instead of I87.311 and I87.312,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-12,H00-H59 - Chapter 7: Diseases of the eye and adnexa,,Coding,,,,,"For bilateral cataracts (H25.81X), use H25.813",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-120,"S00-T88 - Chapter 19: Injury, Poisoning, and Certain Other Consequences of External Causes",,,,Delete,Use ICD10-125,4/4/23,S82*-S12.9XXS Sequela dx codes should not be billed as primary,,,,,,,,,,,,,,,,,,,,,,,,,,
